Event,Year,Month,Day,Company Name,Ticker,Market,Industry,Country
China retaliated with second round of tariff,2018,8,3,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
China retaliated with second round of tariff,2018,8,3,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
China retaliated with second round of tariff,2018,8,3,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
China retaliated with second round of tariff,2018,8,3,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
China retaliated with second round of tariff,2018,8,3,Intel Corp.,INTC,^DJI,Technology,U.S.
China retaliated with second round of tariff,2018,8,3,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
China retaliated with second round of tariff,2018,8,3,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
China retaliated with second round of tariff,2018,8,3,Apple Inc.,AAPL,^IXIC,Technology,U.S.
China retaliated with second round of tariff,2018,8,3,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
China retaliated with second round of tariff,2018,8,3,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
China retaliated with second round of tariff,2018,8,3,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
China retaliated with second round of tariff,2018,8,3,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
China retaliated with second round of tariff,2018,8,3,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
China retaliated with second round of tariff,2018,8,3,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
China retaliated with second round of tariff,2018,8,3,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
China retaliated with second round of tariff,2018,8,3,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
China retaliated with second round of tariff,2018,8,3,Weibo Corp. ADR,WB,^IXIC,Technology,China
China retaliated with second round of tariff,2018,8,3,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
China retaliated with second round of tariff,2018,8,3,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Chevron Corp.,CVX,^DJI,Energy,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,American Express Co.,AXP,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Intel Corp.,INTC,^DJI,Technology,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,Weibo Corp. ADR,WB,^IXIC,Technology,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Both countries revised lists and list 2 set to take effect on Aug 23rd,2018,8,7,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Second tariff took effect on both sides,2018,8,23,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Second tariff took effect on both sides,2018,8,23,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Second tariff took effect on both sides,2018,8,23,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Second tariff took effect on both sides,2018,8,23,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Second tariff took effect on both sides,2018,8,23,Chevron Corp.,CVX,^DJI,Energy,U.S.
Second tariff took effect on both sides,2018,8,23,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Second tariff took effect on both sides,2018,8,23,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Second tariff took effect on both sides,2018,8,23,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Second tariff took effect on both sides,2018,8,23,American Express Co.,AXP,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Second tariff took effect on both sides,2018,8,23,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Second tariff took effect on both sides,2018,8,23,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Second tariff took effect on both sides,2018,8,23,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Second tariff took effect on both sides,2018,8,23,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Second tariff took effect on both sides,2018,8,23,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Second tariff took effect on both sides,2018,8,23,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Second tariff took effect on both sides,2018,8,23,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Second tariff took effect on both sides,2018,8,23,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Second tariff took effect on both sides,2018,8,23,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Second tariff took effect on both sides,2018,8,23,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Second tariff took effect on both sides,2018,8,23,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Second tariff took effect on both sides,2018,8,23,Intel Corp.,INTC,^DJI,Technology,U.S.
Second tariff took effect on both sides,2018,8,23,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Second tariff took effect on both sides,2018,8,23,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Second tariff took effect on both sides,2018,8,23,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Second tariff took effect on both sides,2018,8,23,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Second tariff took effect on both sides,2018,8,23,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Second tariff took effect on both sides,2018,8,23,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Second tariff took effect on both sides,2018,8,23,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Second tariff took effect on both sides,2018,8,23,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Second tariff took effect on both sides,2018,8,23,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Second tariff took effect on both sides,2018,8,23,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Second tariff took effect on both sides,2018,8,23,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Second tariff took effect on both sides,2018,8,23,Weibo Corp. ADR,WB,^IXIC,Technology,China
Second tariff took effect on both sides,2018,8,23,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Second tariff took effect on both sides,2018,8,23,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
Trump threatened to tariff all Chinese products,2018,9,7,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
Trump threatened to tariff all Chinese products,2018,9,7,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Chevron Corp.,CVX,^DJI,Energy,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,American Express Co.,AXP,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Intel Corp.,INTC,^DJI,Technology,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Apple Inc.,AAPL,^IXIC,Technology,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
Trump threatened to tariff all Chinese products,2018,9,7,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
Trump threatened to tariff all Chinese products,2018,9,7,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
Trump threatened to tariff all Chinese products,2018,9,7,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
Trump threatened to tariff all Chinese products,2018,9,7,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
Trump threatened to tariff all Chinese products,2018,9,7,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
Trump threatened to tariff all Chinese products,2018,9,7,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
Trump threatened to tariff all Chinese products,2018,9,7,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
Trump threatened to tariff all Chinese products,2018,9,7,Weibo Corp. ADR,WB,^IXIC,Technology,China
Trump threatened to tariff all Chinese products,2018,9,7,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
Trump threatened to tariff all Chinese products,2018,9,7,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
US invited China to re-open negotiations,2018,9,12,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
US invited China to re-open negotiations,2018,9,12,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
US invited China to re-open negotiations,2018,9,12,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
US invited China to re-open negotiations,2018,9,12,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
US invited China to re-open negotiations,2018,9,12,Chevron Corp.,CVX,^DJI,Energy,U.S.
US invited China to re-open negotiations,2018,9,12,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
US invited China to re-open negotiations,2018,9,12,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
US invited China to re-open negotiations,2018,9,12,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
US invited China to re-open negotiations,2018,9,12,American Express Co.,AXP,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
US invited China to re-open negotiations,2018,9,12,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
US invited China to re-open negotiations,2018,9,12,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
US invited China to re-open negotiations,2018,9,12,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
US invited China to re-open negotiations,2018,9,12,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
US invited China to re-open negotiations,2018,9,12,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
US invited China to re-open negotiations,2018,9,12,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
US invited China to re-open negotiations,2018,9,12,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
US invited China to re-open negotiations,2018,9,12,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
US invited China to re-open negotiations,2018,9,12,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
US invited China to re-open negotiations,2018,9,12,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
US invited China to re-open negotiations,2018,9,12,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
US invited China to re-open negotiations,2018,9,12,Intel Corp.,INTC,^DJI,Technology,U.S.
US invited China to re-open negotiations,2018,9,12,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
US invited China to re-open negotiations,2018,9,12,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
US invited China to re-open negotiations,2018,9,12,Apple Inc.,AAPL,^IXIC,Technology,U.S.
US invited China to re-open negotiations,2018,9,12,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
US invited China to re-open negotiations,2018,9,12,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
US invited China to re-open negotiations,2018,9,12,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
US invited China to re-open negotiations,2018,9,12,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
US invited China to re-open negotiations,2018,9,12,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
US invited China to re-open negotiations,2018,9,12,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
US invited China to re-open negotiations,2018,9,12,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
US invited China to re-open negotiations,2018,9,12,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
US invited China to re-open negotiations,2018,9,12,Weibo Corp. ADR,WB,^IXIC,Technology,China
US invited China to re-open negotiations,2018,9,12,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
US invited China to re-open negotiations,2018,9,12,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
US finalized list 3,2018,9,17,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
US finalized list 4,2018,9,17,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
US finalized list 5,2018,9,17,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
US finalized list 6,2018,9,17,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
US finalized list 7,2018,9,17,Chevron Corp.,CVX,^DJI,Energy,U.S.
US finalized list 8,2018,9,17,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
US finalized list 9,2018,9,17,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
US finalized list 10,2018,9,17,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
US finalized list 11,2018,9,17,American Express Co.,AXP,^DJI,Financial Services,U.S.
US finalized list 12,2018,9,17,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
US finalized list 13,2018,9,17,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
US finalized list 14,2018,9,17,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
US finalized list 15,2018,9,17,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
US finalized list 16,2018,9,17,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
US finalized list 17,2018,9,17,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
US finalized list 18,2018,9,17,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
US finalized list 19,2018,9,17,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
US finalized list 20,2018,9,17,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
US finalized list 21,2018,9,17,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
US finalized list 22,2018,9,17,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
US finalized list 23,2018,9,17,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
US finalized list 24,2018,9,17,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
US finalized list 25,2018,9,17,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
US finalized list 26,2018,9,17,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
US finalized list 27,2018,9,17,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
US finalized list 28,2018,9,17,Intel Corp.,INTC,^DJI,Technology,U.S.
US finalized list 29,2018,9,17,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
US finalized list 30,2018,9,17,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
US finalized list 31,2018,9,17,Apple Inc.,AAPL,^IXIC,Technology,U.S.
US finalized list 32,2018,9,17,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
US finalized list 33,2018,9,17,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
US finalized list 34,2018,9,17,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
US finalized list 35,2018,9,17,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
US finalized list 36,2018,9,17,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
US finalized list 37,2018,9,17,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
US finalized list 38,2018,9,17,Alibaba Group Holding Ltd. ADR,BABA,^DJI,Retail/Wholesale,China
US finalized list 39,2018,9,17,Baidu Inc. ADR,BIDU,^IXIC,Technology,China
US finalized list 40,2018,9,17,Weibo Corp. ADR,WB,^IXIC,Technology,China
US finalized list 41,2018,9,17,China Telecom Corp. Ltd. ADR,CHA,^DJI,Telecom,China
US finalized list 42,2018,9,17,China Southern Airlines Co. Ltd. ADR,ZNH,^DJI,Transportation/Logistics,China
China finalized list 3,2018,9,18,DowDuPont Inc.,DWDP,^DJI,Basic Materials (Chemicals),U.S.
China finalized list 4,2018,9,18,3M Co.,MMM,^DJI,Business/Consumer Services,U.S.
China finalized list 5,2018,9,18,International Business Machines Corp.,IBM,^DJI,Business/Consumer Services,U.S.
China finalized list 6,2018,9,18,Exxon Mobil Corp.,XOM,^DJI,Energy,U.S.
China finalized list 7,2018,9,18,Chevron Corp.,CVX,^DJI,Energy,U.S.
China finalized list 8,2018,9,18,Procter & Gamble Co.,PG,^DJI,Consumer Goods,U.S.
China finalized list 9,2018,9,18,Nike Inc. Cl B,NKE,^DJI,Consumer Goods,U.S.
China finalized list 10,2018,9,18,Coca-Cola Co.,KO,^DJI,Consumer Goods,U.S.
China finalized list 11,2018,9,18,American Express Co.,AXP,^DJI,Financial Services,U.S.
China finalized list 12,2018,9,18,VISA Inc. Cl A,V,^DJI,Financial Services,U.S.
China finalized list 13,2018,9,18,Goldman Sachs Group Inc.,GS,^DJI,Financial Services,U.S.
China finalized list 14,2018,9,18,UnitedHealth Group Inc.,UNH,^DJI,Financial Services,U.S.
China finalized list 15,2018,9,18,JPMorgan Chase & Co.,JPM,^DJI,Financial Services,U.S.
China finalized list 16,2018,9,18,Travelers Cos. Inc.,TRV,^DJI,Financial Services,U.S.
China finalized list 17,2018,9,18,Johnson & Johnson,JNJ,^DJI,Health Care/Life Sciences,U.S.
China finalized list 18,2018,9,18,Merck & Co. Inc.,MRK,^DJI,Health Care/Life Sciences,U.S.
China finalized list 19,2018,9,18,Pfizer Inc.,PFE,^DJI,Health Care/Life Sciences,U.S.
China finalized list 20,2018,9,18,United Technologies Corp.,UTX,^DJI,Industrial Goods,U.S.
China finalized list 21,2018,9,18,Caterpillar Inc.,CAT,^DJI,Industrial Goods,U.S.
China finalized list 22,2018,9,18,Boeing Co.,BA,^DJI,Industrial Goods,U.S.
China finalized list 23,2018,9,18,McDonald's Corp.,MCD,^DJI,Leisure/Arts/Hospitality,U.S.
China finalized list 24,2018,9,18,Walt Disney Co.,DIS,^DJI,Media/Entertainment,U.S.
China finalized list 25,2018,9,18,Home Depot Inc.,HD,^DJI,Retail/Wholesale,U.S.
China finalized list 26,2018,9,18,Walgreens Boots Alliance Inc.,WBA,^IXIC,Retail/Wholesale,U.S.
China finalized list 27,2018,9,18,Walmart Inc.,WMT,^DJI,Retail/Wholesale,U.S.
China finalized list 28,2018,9,18,Intel Corp.,INTC,^DJI,Technology,U.S.
China finalized list 29,2018,9,18,Microsoft Corp.,MSFT,^IXIC,Technology,U.S.
China finalized list 30,2018,9,18,Cisco Systems Inc.,CSCO,^IXIC,Technology,U.S.
China finalized list 31,2018,9,18,Apple Inc.,AAPL,^IXIC,Technology,U.S.
China finalized list 32,2018,9,18,Verizon Communications Inc.,VZ,^DJI,Telecom,U.S.
China finalized list 33,2018,9,18,New Oriental Education & Technology Group Inc. ADR,EDU,^DJI,Business/Consumer Services,China
China finalized list 34,2018,9,18,China Petroleum & Chemical Corp. ADR,SNP,^DJI,Energy,China
China finalized list 35,2018,9,18,PetroChina Co. Ltd. ADR,PTR,^DJI,Energy,China
China finalized list 36,2018,9,18,China Life Insurance Co. Ltd. ADR,LFC,^DJI,Financial Services,China
China finalized list 37,2018,9,18,Phoenix New Media Ltd. Cl A ADR,FENG,^DJI,Media/Entertainment,China
